generation,Individual,chromosome_ID,genes,fitness,test_EXP_VAR_SCORE,test_MAE,test_MAPE,test_MAX_ERROR,test_MSE,test_R2,test_RMSE,train_EXP_VAR_SCORE,train_MAE,train_MAPE,train_MAX_ERROR,train_MSE,train_R2,train_RMSE
3,8,402,"[0.031386, 0.173, 4, 32, 'sigmoid', 'mse', ['GRU'], 'Adagrad']",223.5446883907978,0.0001090217511834,11.759530915574294,0.7181786635512921,60.661840133667,223.5446883907978,-0.033273995554677,14.95141091639173,0.0001864047920775,13.219054868083592,0.7572801814060294,60.66978401184082,317.9411716300192,-0.006159447987627,17.83090495824649
3,9,302,"[0.076634, 0.358, 1, 32, 'sigmoid', 'mape', ['SimpleRNN'], 'Nadam']",500,0.2305907608040751,23.016205807290245,1.0289187135507352,80.90064304351807,696.204335478014,-2.2180135462859383,26.38568429050143,0.2241854319304934,25.87047795321357,0.9835568589324356,87.06117306947708,914.4191498735984,-1.893778941397302,30.23936424387256
4,0,103,"[0.076634, 0.358, 1, 32, 'softsign', 'mse', ['GRU'], 'Nadam']",27.91717178407504,0.8847156532205175,3.519354976392631,0.1586404791991117,48.62001613616943,27.91717178407504,0.8709605321353502,5.283670294792724,0.8762203730118487,4.561652659187727,0.1752867961259053,71.40730518341064,45.23397344324607,0.8568521669697268,6.725620673458032
4,1,203,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['SimpleRNN'], 'Adam']",37.35730412196841,0.8300697375088496,4.269542213353423,0.2253150843391846,46.61159614562988,37.35730412196841,0.8273261101790219,6.112062182436334,0.840293996255662,5.033355966569443,0.2759885989144925,68.23356002807617,50.86327501121309,0.839037629364724,7.131849340193123
4,2,203,"[0.076634, 0.358, 1, 32, 'relu', 'mae', ['GRU'], 'Nadam']",45.58759242938658,0.8227879519738539,4.607108010317018,0.2072484384813974,52.10263916015624,45.58759242938658,0.7892838603488399,6.751858442635374,0.8410138078918192,5.471070425694441,0.2511369901041637,66.58758396148681,62.623853615095314,0.8018199981424706,7.913523463988422
4,3,202,"[0.076634, 0.358, 1, 32, 'relu', 'mae', ['GRU'], 'Nadam']",45.58759242938658,0.8227879519738539,4.607108010317018,0.2072484384813974,52.10263916015624,45.58759242938658,0.7892838603488399,6.751858442635374,0.8410138078918192,5.471070425694441,0.2511369901041637,66.58758396148681,62.623853615095314,0.8018199981424706,7.913523463988422
4,4,103,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['GRU'], 'Adamax']",75.28873646926081,0.6716010507760379,6.038471670374186,0.2905481631841878,53.93995803833008,75.28873646926081,0.6519984701409769,8.676908232156245,0.67994110746747,7.12228063204425,0.3804631971009093,65.91430862426758,101.44525194047816,0.6789654571312523,10.072003372739614
4,5,203,"[0.079775, 0.368, 2, 8, 'relu', 'mae', [['LSTM', 'SimpleRNN']], 'Nadam']",113.92255590080958,0.4976113507972433,7.45258701793064,0.3829373403672708,56.07883354187011,113.92255590080958,0.4734242384965733,10.673450983670165,0.5854367768468305,8.310624931452585,0.4415191034464247,63.67349128723144,142.58409643627897,0.5487771054417424,11.940858278879244
4,6,303,"[0.065586, 0.376, 1, 16, 'softplus', 'mse', ['LSTM'], 'Adamax']",173.57233365372673,0.2435640298075048,8.735424214628456,0.4194808644698261,63.68563354492187,173.57233365372673,0.197709504962147,13.174685334144671,0.2703951526620015,10.75393583670391,0.5262387865171412,66.44463844299317,250.06012067638295,0.2086575271344523,15.81328936927365
4,7,100,"[0.085843, 0.497, 4, 8, 'elu', 'mape', ['GRU'], 'RMSprop']",178.55973616932243,0.5570110287482818,9.475684677145518,0.352755380663465,67.68657012939452,178.55973616932243,0.1746566050617923,13.362624598832465,0.559286267173122,10.622167268113484,0.3694450167580596,68.03526538848877,233.86636094184945,0.2599044426308289,15.29268978766814
4,8,403,"[0.069879, 0.413, 1, 16, 'sigmoid', 'mse', ['SimpleRNN'], 'Adadelta']",182.1796442885032,0.15793607053861,9.988600157346818,0.5628902771221094,61.34512855529785,182.1796442885032,0.1579245728548456,13.497393981376671,0.1682877932909126,11.637980795391483,0.5947564115307484,63.10427909851074,279.3910252103106,0.1158366868402097,16.71499402363969
4,9,103,"[0.045603, 0.399, 2, 32, 'sigmoid', 'mape', [['GRU', 'SimpleRNN']], 'Nadam']",500,0.0412245786690793,37.58165987914519,1.8493295224864408,99.87853687286378,1619.808379660784,-6.487119861953936,40.24684310179848,0.0395873749851319,41.50180975740096,1.8157058647325808,100.87837295532226,2025.8856257708849,-5.411135596127509,45.00983921067576
5,0,103,"[0.076634, 0.358, 1, 32, 'softsign', 'mse', ['GRU'], 'Nadam']",27.91717178407504,0.8847156532205175,3.519354976392631,0.1586404791991117,48.62001613616943,27.91717178407504,0.8709605321353502,5.283670294792724,0.8762203730118487,4.561652659187727,0.1752867961259053,71.40730518341064,45.23397344324607,0.8568521669697268,6.725620673458032
5,1,203,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['SimpleRNN'], 'Adam']",37.35730412196841,0.8300697375088496,4.269542213353423,0.2253150843391846,46.61159614562988,37.35730412196841,0.8273261101790219,6.112062182436334,0.840293996255662,5.033355966569443,0.2759885989144925,68.23356002807617,50.86327501121309,0.839037629364724,7.131849340193123
5,2,203,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['SimpleRNN'], 'Adam']",37.35730412196841,0.8300697375088496,4.269542213353423,0.2253150843391846,46.61159614562988,37.35730412196841,0.8273261101790219,6.112062182436334,0.840293996255662,5.033355966569443,0.2759885989144925,68.23356002807617,50.86327501121309,0.839037629364724,7.131849340193123
5,3,104,"[0.076634, 0.358, 1, 32, 'softsign', 'mse', ['GRU'], 'Adamax']",42.97923012393022,0.8029842298666192,4.786829478780719,0.2569281859723673,49.63759521484375,42.97923012393022,0.8013402995360751,6.555854644814071,0.7858781162894641,6.122282347550749,0.326613844173495,64.71977275848388,69.08446843955866,0.7813746792423846,8.311706710390993
5,4,202,"[0.076634, 0.358, 1, 32, 'relu', 'mae', ['GRU'], 'Nadam']",45.58759242938658,0.8227879519738539,4.607108010317018,0.2072484384813974,52.10263916015624,45.58759242938658,0.7892838603488399,6.751858442635374,0.8410138078918192,5.471070425694441,0.2511369901041637,66.58758396148681,62.623853615095314,0.8018199981424706,7.913523463988422
5,5,202,"[0.076634, 0.358, 1, 32, 'relu', 'mae', ['GRU'], 'Nadam']",45.58759242938658,0.8227879519738539,4.607108010317018,0.2072484384813974,52.10263916015624,45.58759242938658,0.7892838603488399,6.751858442635374,0.8410138078918192,5.471070425694441,0.2511369901041637,66.58758396148681,62.623853615095314,0.8018199981424706,7.913523463988422
5,6,204,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['GRU'], 'Nadam']",48.216832943725166,0.8051771003327073,4.755449523272052,0.2186985379020307,50.95915313720703,48.216832943725166,0.7771309173687073,6.943834167354889,0.8282181824144356,5.592782472108307,0.2588096097299878,67.23131698608398,65.73217482697716,0.7919833773025795,8.107538148351642
5,7,404,"[0.01152, 0.248, 2, 32, 'relu', 'mse', [['SimpleRNN', 'SimpleRNN']], 'RMSprop']",66.94915717789627,0.7620453733694751,5.808981057204877,0.2644107982064588,54.45573371887207,66.94915717789627,0.6905458875619135,8.18224646279347,0.8009509921057264,6.507921048949316,0.3197981787320034,62.8956884765625,82.29371080408174,0.7395725938512882,9.071588108158446
5,8,304,"[0.057922, 0.481, 2, 32, 'selu', 'mae', [['LSTM', 'LSTM']], 'SGD']",101.85703168699158,0.6243911356379546,6.5258700838392,0.2603794859387455,63.10990806579589,101.85703168699158,0.5291938141577889,10.092424470214851,0.6029290129778689,8.522303194201386,0.3284093249362017,69.46218593597412,163.4640203723355,0.4827003132042985,12.785304860359629
5,9,404,"[0.003277, 0.478, 4, 32, 'relu', 'mse', ['SimpleRNN'], 'SGD']",185.9395578449848,0.1416193469271469,10.211066785498534,0.5916089660531795,61.05981796264649,185.9395578449848,0.1405454039226177,13.635965600022052,0.2152618865723198,11.489132053764656,0.6495756002360671,62.9991423034668,251.79980010042232,0.2031521222194708,15.868200909379183
6,0,103,"[0.076634, 0.358, 1, 32, 'softsign', 'mse', ['GRU'], 'Nadam']",27.91717178407504,0.8847156532205175,3.519354976392631,0.1586404791991117,48.62001613616943,27.91717178407504,0.8709605321353502,5.283670294792724,0.8762203730118487,4.561652659187727,0.1752867961259053,71.40730518341064,45.23397344324607,0.8568521669697268,6.725620673458032
6,1,105,"[0.076634, 0.358, 1, 32, 'softsign', 'mse', ['SimpleRNN'], 'Nadam']",30.279944302216,0.8777615128242349,3.743728192270244,0.1712102084229661,48.14817718505859,30.279944302216,0.860039264365667,5.502721535950734,0.8714539237519192,4.558009972281013,0.1836007675665877,74.3561307811737,44.71342706156352,0.8584994926600753,6.686809931616384
6,2,203,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['SimpleRNN'], 'Adam']",37.35730412196841,0.8300697375088496,4.269542213353423,0.2253150843391846,46.61159614562988,37.35730412196841,0.8273261101790219,6.112062182436334,0.840293996255662,5.033355966569443,0.2759885989144925,68.23356002807617,50.86327501121309,0.839037629364724,7.131849340193123
6,3,203,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['SimpleRNN'], 'Adam']",37.35730412196841,0.8300697375088496,4.269542213353423,0.2253150843391846,46.61159614562988,37.35730412196841,0.8273261101790219,6.112062182436334,0.840293996255662,5.033355966569443,0.2759885989144925,68.23356002807617,50.86327501121309,0.839037629364724,7.131849340193123
6,4,305,"[0.033939, 0.219, 2, 32, 'elu', 'mae', [['GRU', 'GRU']], 'RMSprop']",44.29846550651648,0.8687495912047726,4.698845682753079,0.1967607204104956,51.86950687408447,44.29846550651648,0.7952424958948676,6.65570924143449,0.8624899704695818,5.508905369367181,0.2029985242586941,71.77389377593994,62.68188085636164,0.8016363646207677,7.917188949138554
6,5,202,"[0.076634, 0.358, 1, 32, 'relu', 'mae', ['GRU'], 'Nadam']",45.58759242938658,0.8227879519738539,4.607108010317018,0.2072484384813974,52.10263916015624,45.58759242938658,0.7892838603488399,6.751858442635374,0.8410138078918192,5.471070425694441,0.2511369901041637,66.58758396148681,62.623853615095314,0.8018199981424706,7.913523463988422
6,6,205,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['GRU'], 'Adam']",48.32289111126155,0.80311893848542,4.7706763497204,0.2219572501818706,50.86571212768554,48.32289111126155,0.7766406925849274,6.951466831630684,0.8278811780781912,5.571513945388944,0.2606649963073299,67.06170219421386,65.15908568553759,0.7937969802758664,8.07211779432991
6,7,405,"[0.003873, 0.157, 2, 16, 'selu', 'mae', [['GRU', 'GRU']], 'Adam']",48.819912974134446,0.857587799265515,5.00972056102549,0.2132229429248883,49.46699234008789,48.819912974134446,0.7743433453751789,6.9871248002404,0.8551608647615786,6.20246813462365,0.2488555773787968,71.14618534088135,72.66243717357429,0.7700518076939229,8.52422648535187
6,8,205,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['GRU'], 'RMSprop']",50.38863061398575,0.7961322335429153,4.801635145597204,0.2191669356259348,51.43769927978515,50.38863061398575,0.7670923784419248,7.098494954142445,0.8236016143432021,5.491673460044546,0.263387985682301,66.21038478851318,63.98969909736188,0.7974976314309554,7.999356167677614
6,9,405,"[0.087791, 0.215, 4, 8, 'softmax', 'mae', ['LSTM'], 'Adagrad']",500,-1.6355101850606957e-07,24.25635569985572,1.0545269943460052,87.60305445671082,804.7168200100124,-2.7195827370686376,28.36753108767156,-1.1461976812121577e-07,28.364067102389733,1.0527887317616975,87.61305380105972,1120.5151567924056,-2.545992190441964,33.47409680323587
7,0,206,"[0.076634, 0.358, 1, 32, 'softsign', 'mse', ['GRU'], 'Nadam']",27.91717178407504,0.8847156532205175,3.519354976392631,0.1586404791991117,48.62001613616943,27.91717178407504,0.8709605321353502,5.283670294792724,0.8762203730118487,4.561652659187727,0.1752867961259053,71.40730518341064,45.23397344324607,0.8568521669697268,6.725620673458032
7,1,103,"[0.076634, 0.358, 1, 32, 'softsign', 'mse', ['GRU'], 'Nadam']",27.91717178407504,0.8847156532205175,3.519354976392631,0.1586404791991117,48.62001613616943,27.91717178407504,0.8709605321353502,5.283670294792724,0.8762203730118487,4.561652659187727,0.1752867961259053,71.40730518341064,45.23397344324607,0.8568521669697268,6.725620673458032
7,2,106,"[0.076634, 0.358, 1, 32, 'softsign', 'mse', ['SimpleRNN'], 'Nadam']",30.279944302216,0.8777615128242349,3.743728192270244,0.1712102084229661,48.14817718505859,30.279944302216,0.860039264365667,5.502721535950734,0.8714539237519192,4.558009972281013,0.1836007675665877,74.3561307811737,44.71342706156352,0.8584994926600753,6.686809931616384
7,3,203,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['SimpleRNN'], 'Adam']",37.35730412196841,0.8300697375088496,4.269542213353423,0.2253150843391846,46.61159614562988,37.35730412196841,0.8273261101790219,6.112062182436334,0.840293996255662,5.033355966569443,0.2759885989144925,68.23356002807617,50.86327501121309,0.839037629364724,7.131849340193123
7,4,203,"[0.076634, 0.358, 1, 32, 'relu', 'mse', ['SimpleRNN'], 'Adam']",37.35730412196841,0.8300697375088496,4.269542213353423,0.2253150843391846,46.61159614562988,37.35730412196841,0.8273261101790219,6.112062182436334,0.840293996255662,5.033355966569443,0.2759885989144925,68.23356002807617,50.86327501121309,0.839037629364724,7.131849340193123
7,5,305,"[0.033939, 0.219, 2, 32, 'elu', 'mae', [['GRU', 'GRU']], 'RMSprop']",44.29846550651648,0.8687495912047726,4.698845682753079,0.1967607204104956,51.86950687408447,44.29846550651648,0.7952424958948676,6.65570924143449,0.8624899704695818,5.508905369367181,0.2029985242586941,71.77389377593994,62.68188085636164,0.8016363646207677,7.917188949138554
